Summary level,Program label,Program,Sub-program,Name,Id2,hcv_sub_units,% Occupied,# Reported,% Reported,Average months since report,% moved in past year,Number of people per unit,Number of people: total,Average Family Expenditure per month ($$),Average HUD Expenditure per month ($$),hcv_annhhinc,Household income per year per person,"% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more",% Households where wages are major source of income,% Households where welfare is major source of income,% Households with other major sources of income,% of local median (Household income),hcv_pct_vli,hcv_pct_eli,% 2+ adults with children,% 1 adult with children,% female head,% female head with children,"% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households",% 24 years or less (Head or spouse),% 25 to 49 years (Head or spouse),% 51 to 60 (Head or spouse),% 62 or more (Head or spouse),% 85 or more (Head or spouse),hcv_pctmin,%Black Non-Hispanic,%Native American Non-Hispanic,%Asian or Pacific Islander Non-Hispanic,%White Non-Hispanic, %Black Hispanic,%White Hispanic,%Other Hispanic,% Hispanic,% Multiple Race,Average months on waiting list,Average months since moved in,% with utility allowance,Average utility allowance $$,% 0 - 1 bedrooms:,% 2 bedrooms,% 3+ bedrooms,% Overhoused,% in poverty (Census tract),% minority (Census tract),% single family owners (Census tract),Congressional District,CBSA,PLACE,Latitude,Longitude,State,PHA Total Units,HA category
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 011800,42011011800,18,71,13,100,5,-1,1.2,16,339,544,14004,11378,-1,23,46,23,8,23,-1,77,28,100,69,-1,-1,92,-1,67,71,63,-1,31,23,46,8,8,8,-1,-1,92,-1,-1,-1,0,0,-1,65,100,72,69,23,8,15,10,6,54,NA,39740,06504,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 011904,42011011904,21,71,15,100,7,-1,1,15,331,544,16288,16288,-1,7,33,33,27,-1,-1,100,33,100,27,-1,-1,93,-1,-1,47,47,-1,-1,-1,100,27,7,7,-1,-1,93,-1,-1,-1,0,0,-1,102,100,46,100,-1,-1,-1,9,9,72,NA,39740,02349,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012002,42011012002,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,44672,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012101,42011012101,30,71,22,100,8,-1,1.1,25,377,544,18124,15949,-1,5,18,41,36,5,-1,95,36,100,23,-1,5,91,5,-1,5,4,-1,5,-1,95,36,5,5,-1,-1,95,-1,-1,-1,0,0,-1,106,100,77,82,14,5,14,5,13,51,NA,39740,67304,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012104,42011012104,15,71,11,100,6,-1,4.3,47,586,544,22640,5299,9,-1,18,27,45,64,9,27,32,73,64,18,82,91,91,9,-1,9,-1,91,9,-1,-1,91,9,-1,-1,9,9,73,-1,82,0,-1,56,100,246,-1,9,91,-1,9,12,60,NA,39740,59176,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012200,42011012200,50,71,36,100,6,-1,2.9,103,482,544,18697,6535,6,17,23,14,40,50,-1,47,30,89,56,11,50,97,58,29,60,21,6,61,19,14,3,67,19,-1,-1,33,6,39,3,47,6,-1,68,100,132,25,33,42,11,12,22,35,NA,39740,51760,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012300,42011012300,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,59176,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012400,42011012400,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,36576,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012500,42011012500,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,76320,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012600,42011012600,23,71,17,100,6,-1,2.9,49,408,544,15713,5452,6,18,29,18,29,53,-1,47,26,94,65,-1,71,100,71,19,100,12,-1,71,24,6,-1,76,12,-1,-1,24,-1,65,-1,65,0,24,85,100,190,18,41,41,12,13,31,28,NA,39740,36576,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012700,42011012700,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,52216,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012800,42011012800,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,41768,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 012900,42011012900,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,56664,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013000,42011013000,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013200,42011013200,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,07960,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013302,42011013302,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013401,42011013401,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013500,42011013500,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,06984,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013600,42011013600,40,71,29,100,7,3,1.1,33,386,544,17997,15815,-1,7,28,31,34,7,-1,93,36,93,34,-1,3,72,-1,75,24,33,-1,7,7,86,31,0,-1,-1,-1,100,-1,-1,-1,0,0,2,107,28,113,93,3,3,-1,9,6,53,NA,39740,26280,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013701,42011013701,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013702,42011013702,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,70464,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013800,42011013800,32,71,23,100,6,4,1.3,31,308,544,13877,10296,-1,27,41,14,18,13,-1,83,27,96,70,-1,13,70,9,64,58,48,4,17,26,52,22,4,-1,-1,-1,96,-1,4,-1,4,0,2,111,91,90,74,22,4,4,9,5,42,NA,39740,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 013900,42011013900,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 014000,42011014000,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,40656,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 014200,42011014200,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,77104,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Berks County 999999,42011999999,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,39740,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010101,42013010101,17,77,12,91,7,25,1.3,15,293,374,11901,9521,-1,50,33,17,-1,17,-1,83,27,100,75,-1,-1,58,-1,90,-1,60,-1,58,25,17,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,7,60,100,141,42,50,8,42,8,2,84,NA,11020,30704,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010102,42013010102,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,78168,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010103,42013010103,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,78168,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010401,42013010401,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,05384,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010402,42013010402,18,77,13,91,5,-1,1.5,20,259,374,11765,7648,8,62,23,-1,8,8,-1,92,25,92,77,-1,15,69,15,60,75,45,-1,15,23,62,-1,8,8,-1,-1,92,-1,-1,-1,0,0,-1,105,69,149,38,38,23,38,7,1,78,NA,11020,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010500,42013010500,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010600,42013010600,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,40992,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010700,42013010700,28,77,20,91,5,5,1.6,31,263,374,10568,6818,-1,45,40,15,-1,25,5,70,23,100,80,5,20,70,20,50,83,42,5,40,25,30,-1,15,10,-1,-1,85,-1,5,-1,5,0,-1,65,95,127,20,65,15,55,12,5,65,NA,11020,31368,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010800,42013010800,32,77,23,91,5,9,1.4,32,267,374,11172,8030,4,43,35,13,4,9,4,87,25,100,78,-1,17,87,17,42,64,38,-1,35,17,48,-1,17,9,-1,-1,83,-1,9,-1,9,0,7,62,100,126,30,57,13,43,15,3,75,NA,11020,85272,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 010900,42013010900,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 011001,42013011001,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 011002,42013011002,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,40992,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 011100,42013011100,17,77,12,91,5,8,2.1,25,360,374,15010,7205,-1,33,33,25,8,58,-1,42,30,92,67,17,33,83,42,36,100,20,-1,67,25,8,-1,17,-1,8,-1,83,-1,8,-1,8,0,-1,52,92,126,50,25,25,-1,10,3,75,NA,11020,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 011200,42013011200,88,77,62,91,6,13,1.4,87,258,374,10521,7498,15,37,30,13,5,16,3,77,24,98,73,2,15,68,15,57,69,47,2,44,29,26,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,6,80,95,150,55,35,10,26,6,4,57,NA,11020,35224,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 011300,42013011300,41,77,29,91,5,21,1.6,47,321,374,14134,8721,14,17,31,24,14,21,-1,79,29,97,48,7,3,59,10,71,20,49,-1,38,45,17,3,3,-1,-1,-1,97,-1,3,-1,3,0,5,71,100,160,38,31,31,31,8,2,66,NA,11020,47872,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 011400,42013011400,40,77,28,91,5,11,1.5,41,263,374,10858,7415,11,39,36,7,7,18,-1,82,24,100,82,-1,14,64,11,57,57,46,7,36,32,25,-1,7,-1,-1,-1,93,-1,7,-1,7,0,5,79,96,109,43,32,25,36,14,2,70,NA,11020,65256,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 011500,42013011500,38,77,27,91,6,7,2.2,59,271,374,11579,5299,15,33,26,15,11,30,-1,70,24,100,74,11,33,74,30,40,71,25,4,48,22,26,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,7,70,70,155,41,33,26,15,11,2,73,NA,11020,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 011600,42013011600,102,77,72,91,6,7,1.9,139,295,374,12380,6413,10,38,23,13,16,25,1,69,26,96,69,10,29,63,32,50,89,35,1,44,31,24,-1,1,-1,-1,-1,99,-1,1,-1,1,0,6,90,100,144,25,32,43,39,20,2,63,NA,11020,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 100200,42013100200,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 100300,42013100300,66,89,60,100,6,17,2.2,129,270,469,11672,5429,10,40,30,8,12,28,2,70,24,100,78,10,33,75,42,43,54,22,7,50,22,22,2,30,23,-1,-1,70,-1,7,-1,7,0,14,59,88,104,47,28,25,5,28,9,63,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 100400,42013100400,24,88,21,100,7,19,2.4,50,298,464,12848,5396,10,48,14,5,24,38,5,57,25,95,76,14,38,81,48,33,33,18,5,48,33,14,5,24,19,5,-1,76,-1,-1,-1,0,0,8,71,95,138,24,38,38,14,22,9,91,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 100500,42013100500,104,89,94,100,7,18,1.9,175,257,469,10848,5827,14,33,32,16,4,20,3,73,23,98,76,4,27,71,27,44,46,25,3,43,24,30,-1,17,16,-1,1,83,-1,-1,-1,0,0,8,66,56,120,34,37,29,33,24,10,77,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 100600,42013100600,33,89,30,100,5,27,2.7,80,355,469,15848,5943,10,27,10,30,23,47,10,43,30,93,53,10,53,83,50,39,50,15,7,67,20,7,-1,10,7,-1,-1,90,-1,3,-1,3,3,14,36,60,130,20,47,33,7,11,4,85,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 100700,42013100700,61,89,55,100,5,11,2.9,162,278,469,11876,4032,13,41,17,15,15,36,4,56,22,98,73,13,53,76,55,27,50,12,7,65,16,11,-1,38,36,-1,2,62,-1,-1,-1,0,2,14,65,93,146,24,18,58,11,47,12,65,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 100900,42013100900,48,89,43,100,6,21,2.2,93,287,469,11996,5547,10,37,20,24,10,42,-1,51,24,98,72,7,47,77,51,32,60,17,5,72,12,12,-1,23,19,-1,-1,77,-1,5,-1,5,5,8,54,91,117,37,21,42,9,15,4,80,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 101100,42013101100,14,83,11,97,6,18,1.6,18,271,423,11269,6887,10,60,10,10,10,18,-1,73,23,91,82,9,9,55,9,50,100,39,-1,55,18,27,-1,27,27,-1,-1,73,-1,-1,-1,0,0,1,75,18,128,27,64,9,36,9,5,75,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 101200,42013101200,14,89,13,100,8,15,1.8,23,256,469,11179,6319,8,62,15,8,8,15,8,77,25,100,77,8,8,85,8,75,40,35,8,15,38,38,-1,8,8,-1,-1,92,-1,-1,-1,0,0,6,90,92,88,23,54,23,31,13,5,62,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 101400,42013101400,69,89,62,100,6,13,2.4,151,272,469,11626,4774,10,34,28,18,10,32,2,65,23,97,81,13,42,66,44,43,100,22,5,60,24,11,-1,24,18,-1,2,76,-1,5,-1,5,2,21,63,90,116,24,35,40,18,19,10,68,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 101500,42013101500,28,89,25,100,5,20,1.8,46,262,469,11253,6116,8,44,36,4,8,36,4,60,24,96,80,4,24,48,28,42,67,28,8,32,36,24,-1,16,16,-1,-1,84,-1,-1,-1,0,0,5,58,100,70,32,44,24,28,6,3,84,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 101600,42013101600,105,89,95,100,6,19,2.3,219,267,469,11375,4934,12,41,22,16,10,25,3,69,23,100,73,9,36,64,41,43,56,21,7,59,17,17,-1,25,22,-1,-1,75,-1,3,-1,3,1,9,57,92,121,37,25,38,6,44,9,53,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 101700,42013101700,89,89,80,100,6,19,2.4,190,295,469,12733,5361,10,39,20,18,13,33,3,64,25,94,70,10,41,71,45,44,89,21,4,59,26,11,-1,26,20,-1,-1,74,-1,6,-1,6,1,20,61,89,122,41,19,40,5,20,9,82,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 101800,42013101800,22,89,20,100,6,5,1.7,34,227,469,9433,5549,16,53,21,5,5,20,-1,70,21,100,80,-1,40,50,40,56,50,32,5,45,40,10,-1,10,10,-1,-1,90,-1,-1,-1,0,0,10,47,50,126,65,15,20,-1,23,3,81,NA,11020,02184,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 101900,42013101900,264,89,238,100,7,14,1.2,285,247,469,10307,8607,17,40,23,16,5,14,0,84,24,97,71,1,8,53,8,54,56,47,5,29,29,38,4,14,11,1,1,86,-1,2,-1,2,1,8,68,63,94,87,11,2,3,62,10,15,NA,11020,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Blair County 999999,42013999999,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,11020,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Bradford County 950100,42015950100,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,42380,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Bradford County 950300,42015950300,63,67,42,99,7,5,1.4,58,300,325,12696,9194,2,38,33,21,5,5,2,93,29,98,60,-1,17,71,14,86,71,60,-1,26,24,50,2,5,-1,-1,-1,95,2,2,-1,5,0,1,83,79,84,79,17,5,2,8,5,66,NA,42380,68096,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Bradford County 950400,42015950400,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,42380,03392,NA,NA,PA,NA,NA
